surface,data,sensor,time
4,48,5,1616.00
4,49,1,1608.00
4,49,2,1632.00
4,49,3,1616.00
4,49,4,1612.00
4,49,5,1632.00
5,0,4,2152
5,0,5,2176
5,1,1,2148
5,1,2,2168
5,1,3,2168
5,1,4,2152
5,1,5,2168
5,2,1,2140
5,2,2,2172
5,2,3,2168
5,2,4,2172
5,2,5,2168
5,3,1,2140
5,3,2,2172
5,3,3,2172
5,3,4,2168
5,3,5,2168
5,4,1,2160
5,4,2,2156
5,4,3,2168
5,4,4,2172
5,4,5,2172
5,5,1,2160
5,5,2,2156
5,5,3,2172
5,5,4,2172
5,5,5,2172
5,6,1,2144
5,6,2,2176
5,6,3,2164
5,6,4,2180
5,6,5,2160
5,7,1,2152
5,7,2,2180
5,7,3,2160
5,7,4,2164
5,7,5,2180
5,8,1,2152
5,8,2,2160
5,8,3,2180
5,8,4,2160
5,8,5,2164
5,9,1,2148
5,9,2,2164
5,9,3,2176
5,9,4,2216
5,9,5,2160
5,10,1,2152
5,10,2,2160
5,10,3,2216
5,10,4,2180
5,10,5,2160
5,11,1,2152
5,11,2,2176
5,11,3,2160
5,11,4,2160
5,11,5,2180
5,12,1,2152
5,12,2,2180
5,12,3,2160
5,12,4,2180
5,12,5,2160
5,13,1,2148
5,13,2,2164
5,13,3,2180
5,13,4,2156
5,13,5,2180
5,14,1,2148
5,14,2,2216
5,14,3,2168
5,14,4,2180
5,14,5,2160
5,15,1,2152
5,15,2,2160
5,15,3,2180
5,15,4,2156
5,15,5,2184
5,16,1,2152
5,16,2,2160
5,16,3,2180
5,16,4,2164
5,16,5,2176
5,17,1,2152
5,17,2,2168
5,17,3,2180
5,17,4,2164
5,17,5,2176
5,18,1,2152
5,18,2,2180
5,18,3,2160
5,18,4,2180
5,18,5,2156
5,19,1,2148
5,19,2,2200
5,19,3,2176
5,19,4,2164
5,19,5,2180
5,20,1,2152
5,20,2,2180
5,20,3,2160
5,20,4,2160
5,20,5,2180
5,21,1,2152
5,21,2,2180
5,21,3,2160
5,21,4,2184
5,21,5,2164
5,22,1,2152
5,22,2,2160
5,22,3,2180
5,22,4,2168
5,22,5,2176
5,23,1,2152
5,23,2,2160
5,23,3,2176
5,23,4,2160
5,23,5,2180
5,24,1,2152
5,24,2,2180
5,24,3,2204
5,24,4,2180
5,24,5,2160
5,25,1,2152
5,25,2,2216
5,25,3,2180
5,25,4,2164
5,25,5,2184
5,26,1,2156
5,26,2,2160
5,26,3,2180
5,26,4,2164
5,26,5,2184
5,27,1,2152
5,27,2,2180
5,27,3,2160
5,27,4,2184
5,27,5,2164
5,28,1,2152
5,28,2,2180
5,28,3,2164
5,28,4,2216
5,28,5,2180
5,29,1,2208
5,29,2,2164
5,29,3,2180
5,29,4,2160
5,29,5,2184
5,30,1,2152
5,30,2,2160
5,30,3,2180
5,30,4,2168
5,30,5,2180
5,31,1,2152
5,31,2,2184
5,31,3,2164
5,31,4,2180
5,31,5,2164
5,32,1,2156
5,32,2,2180
5,32,3,2160
5,32,4,2180
5,32,5,2164
5,33,1,2148
5,33,2,2160
5,33,3,2180
5,33,4,2160
5,33,5,2180
5,34,1,2152
5,34,2,2164
5,34,3,2180
5,34,4,2164
5,34,5,2212
5,35,1,2152
5,35,2,2180
5,35,3,2160
5,35,4,2180
5,35,5,2164
5,36,1,2156
5,36,2,2180
5,36,3,2160
5,36,4,2180
5,36,5,2180
5,37,1,2204
5,37,2,2160
5,37,3,2184
5,37,4,2160
5,37,5,2184
5,38,1,2152
5,38,2,2160
5,38,3,2180
5,38,4,2164
5,38,5,2180
5,39,1,2152
5,39,2,2180
5,39,3,2160
5,39,4,2184
5,39,5,2164
5,40,1,2156
5,40,2,2180
5,40,3,2160
5,40,4,2180
5,40,5,2164
5,41,1,2152
5,41,2,2180
5,41,3,2160
5,41,4,2176
5,41,5,2164
5,42,1,2152
5,42,2,2180
5,42,3,2220
5,42,4,2164
5,42,5,2216
5,43,1,2156
5,43,2,2212
5,43,3,2176
5,43,4,2168
5,43,5,2180
5,44,1,2152
5,44,2,2160
5,44,3,2180
5,44,4,2164
5,44,5,2180
5,45,1,2152
5,45,2,2164
5,45,3,2176
5,45,4,2164
5,45,5,2180
5,46,1,2148
5,46,2,2164
5,46,3,2176
5,46,4,2164
5,46,5,2176
5,47,1,2156
5,47,2,2180
5,47,3,2160
5,47,4,2180
5,47,5,2160
5,48,1,2152
5,48,2,2176
5,48,3,2164
5,48,4,2164
5,48,5,2180
5,49,1,2152
5,49,2,2180
5,49,3,2168
5,49,4,2180
5,49,5,2164
6,0,1,2516
6,0,2,2504
6,0,3,2548
6,0,4,2500
6,0,5,2504
6,1,1,2472
6,1,2,2504
6,1,3,2484
6,1,4,2504
6,1,5,2480
6,2,1,2472
6,2,2,2504
6,2,3,2488
6,2,4,2504
6,2,5,2500
6,3,1,2476
6,3,2,2504
6,3,3,2484
6,3,4,2504
6,3,5,2504
6,4,1,2492
6,4,2,2484
6,4,3,2504
6,4,4,2488
6,4,5,2508
6,5,1,2476
6,5,2,2504
6,5,3,2500
6,5,4,2484
6,5,5,2504
6,6,1,2472
6,6,2,2480
6,6,3,2508
6,6,4,2504
6,6,5,2488
6,7,1,2468
6,7,2,2504
6,7,3,2504
6,7,4,2492
6,7,5,2504
6,8,1,2476
6,8,2,2504
6,8,3,2504
6,8,4,2504
6,8,5,2484
6,9,1,2476
6,9,2,2504
6,9,3,2504
6,9,4,2504
6,9,5,2484
6,10,1,2492
6,10,2,2484
6,10,3,2504
6,10,4,2500
6,10,5,2504
6,11,1,2468
6,11,2,2504
