1,33,2,652
1,33,3,576
1,33,4,628
1,33,5,856
1,34,1,872
1,34,2,636
1,34,3,572
1,34,4,628
1,34,5,856
1,35,1,872
1,35,2,636
1,35,3,572
1,35,4,624
1,35,5,852
1,36,1,872
1,36,2,636
1,36,3,576
1,36,4,628
1,36,5,852
1,37,1,868
1,37,2,640
1,37,3,572
1,37,4,632
1,37,5,856
1,38,1,872
1,38,2,636
1,38,3,576
1,38,4,628
1,38,5,856
1,39,1,872
1,39,2,636
1,39,3,572
1,39,4,628
1,39,5,856
1,40,1,872
1,40,2,636
1,40,3,576
1,40,4,628
1,40,5,856
1,41,1,880
1,41,2,636
1,41,3,572
1,41,4,628
1,41,5,856
1,42,1,872
1,42,2,640
1,42,3,576
1,42,4,628
1,42,5,856
1,43,1,872
1,43,2,636
1,43,3,584
1,43,4,632
1,43,5,856
1,44,1,872
1,44,2,640
1,44,3,572
1,44,4,628
1,44,5,856
1,45,1,868
1,45,2,636
1,45,3,576
1,45,4,628
1,45,5,856
1,46,1,868
1,46,2,636
1,46,3,576
1,46,4,628
1,46,5,856
1,47,1,872
1,47,2,640
1,47,3,576
1,47,4,628
1,47,5,852
1,48,1,872
1,48,2,640
1,48,3,572
1,48,4,628
1,48,5,852
1,49,1,872
1,49,2,640
1,49,3,576
1,49,4,632
1,49,5,856
2,0,1,900
2,0,2,668
2,0,3,596
2,0,4,652
2,0,5,880
2,1,1,904
2,1,2,664
2,1,3,596
2,1,4,656
2,1,5,880
2,2,1,904
2,2,2,668
2,2,3,596
2,2,4,652
2,2,5,876
2,3,1,904
2,3,2,668
2,3,3,596
2,3,4,656
2,3,5,880
2,4,1,900
2,4,2,668
2,4,3,600
2,4,4,656
2,4,5,876
2,5,1,904
2,5,2,664
2,5,3,596
2,5,4,652
2,5,5,892
2,6,1,904
2,6,2,668
2,6,3,604
2,6,4,652
2,6,5,880
2,7,1,904
2,7,2,668
2,7,3,600
2,7,4,656
2,7,5,876
2,8,1,904
2,8,2,668
2,8,3,596
2,8,4,652
2,8,5,876
2,9,1,908
2,9,2,668
2,9,3,596
2,9,4,652
2,9,5,876
2,10,1,908
2,10,2,668
2,10,3,596
2,10,4,652
2,10,5,876
2,11,1,904
2,11,2,668
2,11,3,596
2,11,4,652
2,11,5,876
2,12,1,908
2,12,2,680
2,12,3,600
2,12,4,660
2,12,5,876
2,13,1,908
2,13,2,668
2,13,3,600
2,13,4,652
2,13,5,876
2,14,1,904
2,14,2,664
2,14,3,600
2,14,4,652
2,14,5,876
2,15,1,904
2,15,2,668
2,15,3,600
2,15,4,656
2,15,5,876
2,16,1,908
2,16,2,672
2,16,3,600
2,16,4,652
2,16,5,876
2,17,1,904
2,17,2,664
2,17,3,596
2,17,4,652
2,17,5,880
2,18,1,908
2,18,2,668
2,18,3,600
2,18,4,652
2,18,5,880
2,19,1,904
2,19,2,664
2,19,3,612
2,19,4,656
2,19,5,876
2,20,1,900
2,20,2,668
2,20,3,600
2,20,4,652
2,20,5,876
2,21,1,904
2,21,2,668
2,21,3,600
2,21,4,652
2,21,5,876
2,22,1,904
2,22,2,680
2,22,3,600
2,22,4,652
2,22,5,880
2,23,1,904
2,23,2,668
2,23,3,600
2,23,4,656
2,23,5,896
2,24,1,904
2,24,2,672
2,24,3,600
2,24,4,652
2,24,5,876
2,25,1,904
2,25,2,672
2,25,3,600
2,25,4,656
2,25,5,876
2,26,1,904
2,26,2,668
2,26,3,600
2,26,4,652
2,26,5,880
2,27,1,908
2,27,2,668
2,27,3,600
2,27,4,652
2,27,5,876
2,28,1,908
2,28,2,668
2,28,3,604
2,28,4,656
2,28,5,876
2,29,1,908
2,29,2,668
2,29,3,600
2,29,4,656
2,29,5,880
2,30,1,904
2,30,2,672
2,30,3,600
2,30,4,652
2,30,5,876
2,31,1,904
2,31,2,668
2,31,3,600
2,31,4,652
2,31,5,880
2,32,1,908
2,32,2,668
2,32,3,596
2,32,4,652
2,32,5,880
2,33,1,908
2,33,2,668
2,33,3,600
2,33,4,652
2,33,5,876
2,34,1,908
2,34,2,688
2,34,3,600
2,34,4,664
2,34,5,880
2,35,1,908
2,35,2,668
2,35,3,600
2,35,4,656
2,35,5,880
2,36,1,908
2,36,2,664
2,36,3,600
2,36,4,652
2,36,5,876
2,37,1,908
2,37,2,664
2,37,3,600
2,37,4,652
2,37,5,876
2,38,1,904
2,38,2,668
2,38,3,600
2,38,4,652
2,38,5,880
2,39,1,908
2,39,2,672
2,39,3,600
2,39,4,656
2,39,5,880
2,40,1,908
2,40,2,664
2,40,3,600
2,40,4,652
2,40,5,876
2,41,1,908
2,41,2,668
2,41,3,600
2,41,4,652
2,41,5,880
2,42,1,908
2,42,2,668
2,42,3,600
2,42,4,656
2,42,5,880
2,43,1,908
2,43,2,672
2,43,3,612
2,43,4,656
2,43,5,880
2,44,1,904
2,44,2,668
2,44,3,600
2,44,4,652
2,44,5,876
2,45,1,904
2,45,2,668
2,45,3,600
2,45,4,652
2,45,5,876
2,46,1,908
2,46,2,668
2,46,3,600
2,46,4,652
2,46,5,876
2,47,1,904
2,47,2,668
2,47,3,600
2,47,4,656
2,47,5,876
2,48,1,908
2,48,2,672
2,48,3,612
2,48,4,652
2,48,5,900
2,49,1,908
2,49,2,664
2,49,3,600
2,49,4,652
2,49,5,876
3,0,1,936
3,0,2,700
3,0,3,628
3,0,4,680
3,0,5,920
3,1,1,936
3,1,2,704
3,1,3,628
3,1,4,680
3,1,5,916
3,2,1,940
3,2,2,704
3,2,3,628
3,2,4,684
3,2,5,920
3,3,1,936
3,3,2,700
3,3,3,628
3,3,4,688
3,3,5,920
3,4,1,940
3,4,2,704
3,4,3,628
3,4,4,684
3,4,5,920
3,5,1,936
3,5,2,704
3,5,3,628
3,5,4,684
3,5,5,920
3,6,1,936
3,6,2,704
3,6,3,628
3,6,4,684
3,6,5,920
3,7,1,940
3,7,2,716
3,7,3,628
3,7,4,684
3,7,5,920
3,8,1,940
3,8,2,704
3,8,3,628
3,8,4,684
3,8,5,920
3,9,1,940
3,9,2,704
3,9,3,628
3,9,4,684
3,9,5,920
3,10,1,940
3,10,2,700
3,10,3,628
3,10,4,684
3,10,5,924
3,11,1,940
3,11,2,704
3,11,3,628
3,11,4,684
3,11,5,920
3,12,1,940
3,12,2,704
3,12,3,632
3,12,4,684
3,12,5,924
3,13,1,936
3,13,2,700
3,13,3,628
3,13,4,684
3,13,5,924
3,14,1,936
3,14,2,700
3,14,3,628
3,14,4,680
3,14,5,920
3,15,1,940
3,15,2,704
3,15,3,628
3,15,4,684
3,15,5,920
3,16,1,940
3,16,2,704
3,16,3,628
3,16,4,688
3,16,5,924
3,17,1,940
3,17,2,704
3,17,3,628
3,17,4,688
3,17,5,924
3,18,1,940
3,18,2,704
3,18,3,628
3,18,4,684
3,18,5,924
3,19,1,940
3,19,2,704
3,19,3,632
3,19,4,684
3,19,5,920
3,20,1,936
3,20,2,700
3,20,3,628
3,20,4,684
3,20,5,940
3,21,1,956
3,21,2,704
3,21,3,628
3,21,4,700
3,21,5,920
3,22,1,940
3,22,2,700
3,22,3,628
3,22,4,684
3,22,5,924
3,23,1,940
3,23,2,704
3,23,3,628
3,23,4,684
3,23,5,920
3,24,1,940
3,24,2,700
3,24,3,628
3,24,4,684
3,24,5,920
3,25,1,944
3,25,2,704
3,25,3,628
3,25,4,684
3,25,5,924
3,26,1,940
3,26,2,704
3,26,3,628
3,26,4,688
3,26,5,924
3,27,1,940
3,27,2,700
3,27,3,628
3,27,4,684
3,27,5,924
3,28,1,936
3,28,2,704
3,28,3,628
3,28,4,688
3,28,5,924
3,29,1,944
3,29,2,704
3,29,3,628
3,29,4,684
3,29,5,924
3,30,1,944
3,30,2,704
3,30,3,632
3,30,4,700
3,30,5,920
3,31,1,944
3,31,2,704
3,31,3,628
3,31,4,684
3,31,5,924
3,32,1,940
3,32,2,704
3,32,3,632
3,32,4,684
3,32,5,920
3,33,1,940
3,33,2,704
3,33,3,628
3,33,4,684
3,33,5,920
3,34,1,940
3,34,2,704
3,34,3,628
3,34,4,684
3,34,5,916
3,35,1,940
3,35,2,704
3,35,3,640
3,35,4,688
3,35,5,924
3,36,1,940
3,36,2,708
3,36,3,632
3,36,4,688
3,36,5,924
3,37,1,944
3,37,2,700
3,37,3,628
3,37,4,688
3,37,5,924
3,38,1,940
3,38,2,704
3,38,3,628
3,38,4,688
3,38,5,924
3,39,1,944
3,39,2,704
3,39,3,628
3,39,4,684
3,39,5,924
3,40,1,940
3,40,2,708
3,40,3,628
3,40,4,684
3,40,5,924
3,41,1,944
3,41,2,708
3,41,3,628
3,41,4,684
3,41,5,920
3,42,1,940
3,42,2,700
3,42,3,628
3,42,4,688
3,42,5,924
3,43,1,940
3,43,2,704
3,43,3,628
3,43,4,688
3,43,5,924
3,44,1,944
3,44,2,704
3,44,3,632
3,44,4,684
3,44,5,924
3,45,1,944
3,45,2,704
3,45,3,628
3,45,4,684
3,45,5,924
3,46,1,940
3,46,2,704
3,46,3,628
3,46,4,684
3,46,5,924
3,47,1,944
3,47,2,708
3,47,3,628
3,47,4,688
3,47,5,920
3,48,1,940
3,48,2,704
3,48,3,628
3,48,4,684
3,48,5,924
3,49,1,944
3,49,2,704
3,49,3,628
3,49,4,684
3,49,5,920
4,0,1,1024
4,0,2,768
4,0,3,688
4,0,4,756
4,0,5,1016
4,1,1,1028
4,1,2,768
4,1,3,688
4,1,4,760
4,1,5,1020
4,2,1,1028
4,2,2,772
4,2,3,692
4,2,4,756
4,2,5,1020
4,3,1,1024
4,3,2,768
4,3,3,688
4,3,4,756
4,3,5,1020
4,4,1,1024
4,4,2,768
4,4,3,688
4,4,4,756
4,4,5,1020
4,5,1,1028
4,5,2,772
4,5,3,688
4,5,4,756
4,5,5,1020
4,6,1,1028
4,6,2,776
4,6,3,688
4,6,4,760
4,6,5,1020
4,7,1,1028
4,7,2,772
4,7,3,688
4,7,4,756
4,7,5,1020
4,8,1,1028
4,8,2,772
4,8,3,692
4,8,4,760
4,8,5,1024
4,9,1,1028
4,9,2,772
4,9,3,692
4,9,4,756
4,9,5,1020
4,10,1,1028
4,10,2,772
4,10,3,692
4,10,4,756
4,10,5,1020
4,11,1,1028
4,11,2,772
4,11,3,692
4,11,4,756
4,11,5,1024
4,12,1,1028
4,12,2,768
4,12,3,688
4,12,4,760
4,12,5,1024
4,13,1,1028
4,13,2,788
4,13,3,692
4,13,4,760
4,13,5,1024
4,14,1,1028
4,14,2,772
4,14,3,692
4,14,4,760
4,14,5,1024
4,15,1,1028
4,15,2,772
4,15,3,692
4,15,4,760
4,15,5,1024
4,16,1,1028
4,16,2,772
4,16,3,688
4,16,4,756
4,16,5,1020
4,17,1,1028
4,17,2,772
4,17,3,688
4,17,4,756
4,17,5,1024
4,18,1,1032
4,18,2,772
4,18,3,688
4,18,4,756
4,18,5,1024
4,19,1,1028
4,19,2,772
4,19,3,692
4,19,4,760
4,19,5,1020
4,20,1,1032
4,20,2,772
4,20,3,688
4,20,4,756
4,20,5,1020
4,21,1,1032
4,21,2,772
4,21,3,692
4,21,4,760
4,21,5,1024
4,22,1,1028
4,22,2,772
4,22,3,692
4,22,4,756
4,22,5,1024
4,23,1,1028
4,23,2,776
4,23,3,688
4,23,4,756
4,23,5,1024
4,24,1,1028
4,24,2,772
4,24,3,688
4,24,4,756
4,24,5,1024
4,25,1,1028
4,25,2,768
4,25,3,688
4,25,4,756
4,25,5,1020
4,26,1,1028
4,26,2,772
4,26,3,688
4,26,4,756
4,26,5,1020
4,27,1,1028
4,27,2,768
4,27,3,688
4,27,4,756
4,27,5,1024
4,28,1,1032
4,28,2,772
4,28,3,692
4,28,4,776
4,28,5,1024
4,29,1,1028
4,29,2,772
4,29,3,692
4,29,4,760
4,29,5,1044
4,30,1,1032
4,30,2,772
4,30,3,704
4,30,4,756
4,30,5,1020
4,31,1,1052
4,31,2,776
4,31,3,692
4,31,4,760
4,31,5,1024
4,32,1,1032
4,32,2,772
4,32,3,688
4,32,4,756
4,32,5,1024
4,33,1,1032
4,33,2,772
4,33,3,688
4,33,4,756
4,33,5,1024
4,34,1,1032
4,34,2,776
4,34,3,692
4,34,4,760
4,34,5,1024
4,35,1,1028
4,35,2,772
4,35,3,692
4,35,4,760
4,35,5,1020
4,36,1,1028
4,36,2,772
4,36,3,692
4,36,4,760
4,36,5,1024
4,37,1,1048
4,37,2,772
4,37,3,688
4,37,4,756
4,37,5,1024
4,38,1,1032
4,38,2,776
4,38,3,704
4,38,4,756
4,38,5,1024
4,39,1,1028
4,39,2,772
4,39,3,692
4,39,4,756
4,39,5,1020
4,40,1,1032
4,40,2,776
4,40,3,692
4,40,4,760
4,40,5,1024
4,41,1,1028
4,41,2,772
4,41,3,692
4,41,4,760
4,41,5,1024
4,42,1,1028
4,42,2,772
4,42,3,688
4,42,4,760
4,42,5,1024
4,43,1,1032
4,43,2,772
4,43,3,692
4,43,4,756
4,43,5,1024
4,44,1,1032
4,44,2,776
4,44,3,692
4,44,4,760
4,44,5,1024
4,45,1,1032
4,45,2,772
4,45,3,692
4,45,4,760
4,45,5,1024
4,46,1,1028
4,46,2,776
4,46,3,692
4,46,4,760
4,46,5,1024
4,47,1,1032
4,47,2,772
4,47,3,696
4,47,4,760
4,47,5,1024
4,48,1,1028
4,48,2,776
4,48,3,692
4,48,4,756
4,48,5,1024
4,49,1,1028
4,49,2,772
4,49,3,688
4,49,4,756
4,49,5,1024
5,0,1,1072
5,0,2,828
5,0,3,740
5,0,4,812
5,0,5,1072
5,1,1,1068
5,1,2,828
5,1,3,740
5,1,4,808
5,1,5,1076
5,2,1,1092
5,2,2,828
5,2,3,744
5,2,4,812
5,2,5,1076
5,3,1,1072
5,3,2,828
5,3,3,744
5,3,4,812
5,3,5,1076
5,4,1,1068
5,4,2,824
5,4,3,740
5,4,4,812
5,4,5,1076
5,5,1,1092
5,5,2,824
5,5,3,744
5,5,4,808
5,5,5,1076
5,6,1,1072
5,6,2,828
5,6,3,740
5,6,4,812
5,6,5,1072
5,7,1,1072
5,7,2,828
5,7,3,740
5,7,4,812
5,7,5,1076
5,8,1,1072
5,8,2,828
5,8,3,744
5,8,4,812
5,8,5,1076
5,9,1,1072
5,9,2,828
5,9,3,744
5,9,4,816
5,9,5,1076
5,10,1,1072
5,10,2,828
5,10,3,744
5,10,4,808
5,10,5,1076
5,11,1,1072
5,11,2,828
5,11,3,740
5,11,4,812
5,11,5,1076
5,12,1,1072
5,12,2,828
5,12,3,744
5,12,4,816
5,12,5,1080
5,13,1,1076
5,13,2,828
5,13,3,744
5,13,4,816
5,13,5,1076
5,14,1,1076
5,14,2,824
5,14,3,760
5,14,4,812
5,14,5,1076
5,15,1,1072
5,15,2,828
5,15,3,744
5,15,4,812
5,15,5,1076
5,16,1,1072
5,16,2,828
5,16,3,744
5,16,4,812
5,16,5,1080
5,17,1,1072
5,17,2,828
5,17,3,744
5,17,4,816
5,17,5,1080
5,18,1,1072
5,18,2,828
5,18,3,744
5,18,4,812
5,18,5,1104
5,19,1,1076
5,19,2,828
5,19,3,744
5,19,4,816
5,19,5,1080
5,20,1,1076
5,20,2,828
5,20,3,744
5,20,4,816
5,20,5,1100
5,21,1,1072
5,21,2,828
5,21,3,744
5,21,4,812
5,21,5,1076
5,22,1,1072
5,22,2,824
5,22,3,740
5,22,4,812
5,22,5,1080
5,23,1,1072
5,23,2,824
5,23,3,744
5,23,4,812
5,23,5,1076
5,24,1,1076
5,24,2,828
5,24,3,744
5,24,4,816
5,24,5,1076
5,25,1,1072
5,25,2,832
5,25,3,744
5,25,4,812
5,25,5,1076
5,26,1,1072
5,26,2,824
5,26,3,744
5,26,4,812
5,26,5,1080
5,27,1,1072
5,27,2,828
5,27,3,744
5,27,4,816
5,27,5,1076
5,28,1,1072
5,28,2,828
5,28,3,744
5,28,4,816
5,28,5,1080
5,29,1,1072
5,29,2,828
5,29,3,744
5,29,4,812
5,29,5,1076
5,30,1,1072
5,30,2,828
5,30,3,744
5,30,4,816
5,30,5,1080
5,31,1,1072
5,31,2,828
5,31,3,744
5,31,4,812
5,31,5,1076
5,32,1,1076
5,32,2,828
5,32,3,744
5,32,4,812
5,32,5,1080
5,33,1,1072
5,33,2,824
5,33,3,744
5,33,4,812
5,33,5,1076
5,34,1,1076
5,34,2,832
5,34,3,744
5,34,4,816
5,34,5,1076
5,35,1,1076
5,35,2,828
5,35,3,748
5,35,4,812
5,35,5,1076
5,36,1,1072
5,36,2,828
5,36,3,744
5,36,4,812
5,36,5,1080
5,37,1,1068
5,37,2,828
5,37,3,744
5,37,4,812
5,37,5,1080
5,38,1,1068
5,38,2,824
5,38,3,744
5,38,4,812
5,38,5,1080
5,39,1,1076
5,39,2,828
5,39,3,744
5,39,4,816
5,39,5,1076
5,40,1,1072
5,40,2,828
5,40,3,748
5,40,4,812
5,40,5,1076
5,41,1,1068
5,41,2,824
5,41,3,744
5,41,4,812
5,41,5,1104
5,42,1,1076
5,42,2,832
5,42,3,744
5,42,4,812
5,42,5,1080
5,43,1,1072
5,43,2,832
5,43,3,744
5,43,4,812
5,43,5,1080
5,44,1,1076
5,44,2,828
5,44,3,748
5,44,4,812
5,44,5,1080
5,45,1,1072
5,45,2,828
5,45,3,748
5,45,4,816
5,45,5,1076
5,46,1,1072
5,46,2,828
5,46,3,744
5,46,4,812
5,46,5,1080
5,47,1,1072
5,47,2,828
5,47,3,744
5,47,4,812
5,47,5,1080
5,48,1,1072
5,48,2,844
5,48,3,744
5,48,4,812
5,48,5,1080
5,49,1,1072
5,49,2,828
5,49,3,744
5,49,4,812
5,49,5,1080
6,0,1,1120
6,0,2,908
6,0,3,800
6,0,4,872
6,0,5,1128
6,1,1,1120
6,1,2,892
6,1,3,804
6,1,4,876
6,1,5,1124
6,2,1,1124
6,2,2,892
6,2,3,804
6,2,4,876
6,2,5,1128
6,3,1,1120
6,3,2,892
6,3,3,800
6,3,4,876
6,3,5,1124
6,4,1,1120
6,4,2,892
6,4,3,796
6,4,4,876
6,4,5,1124
6,5,1,1124
6,5,2,892
6,5,3,804
6,5,4,876
6,5,5,1132
6,6,1,1124
6,6,2,888
6,6,3,800
6,6,4,880
6,6,5,1128
6,7,1,1124
6,7,2,892
6,7,3,804
6,7,4,880
6,7,5,1128
6,8,1,1120
6,8,2,892
6,8,3,804
6,8,4,880
6,8,5,1124
6,9,1,1120
6,9,2,896
6,9,3,820
6,9,4,880
6,9,5,1128
6,10,1,1124
6,10,2,912
6,10,3,804
6,10,4,876
6,10,5,1128
6,11,1,1124
6,11,2,892
6,11,3,804
6,11,4,876
6,11,5,1124
6,12,1,1124
6,12,2,896
6,12,3,804
6,12,4,876
6,12,5,1128
6,13,1,1124
6,13,2,888
6,13,3,804
6,13,4,876
6,13,5,1128
6,14,1,1124
6,14,2,892
6,14,3,800
6,14,4,876
6,14,5,1128
6,15,1,1124
6,15,2,892
6,15,3,800
6,15,4,876
6,15,5,1124
6,16,1,1120
6,16,2,896
6,16,3,804
6,16,4,880
6,16,5,1128
6,17,1,1124
6,17,2,892
6,17,3,804
6,17,4,880
6,17,5,1128
6,18,1,1124
6,18,2,896
6,18,3,804
6,18,4,880
6,18,5,1132
6,19,1,1120
6,19,2,892
6,19,3,804
6,19,4,896
6,19,5,1128
6,20,1,1124
6,20,2,896
6,20,3,804
6,20,4,880
6,20,5,1128
6,21,1,1124
6,21,2,892
6,21,3,804
6,21,4,876
6,21,5,1128
6,22,1,1124
6,22,2,892
6,22,3,804
6,22,4,876
6,22,5,1132
6,23,1,1124
6,23,2,896
6,23,3,804
6,23,4,880
6,23,5,1128
6,24,1,1124
6,24,2,896
6,24,3,804
6,24,4,880
6,24,5,1128
6,25,1,1124
6,25,2,896
6,25,3,804
6,25,4,876
6,25,5,1132
6,26,1,1128
6,26,2,896
6,26,3,804
6,26,4,880
6,26,5,1132
6,27,1,1128
6,27,2,892
6,27,3,804
6,27,4,876
6,27,5,1132
6,28,1,1124
6,28,2,896
6,28,3,804
6,28,4,880
6,28,5,1132
6,29,1,1128
6,29,2,892
6,29,3,804
6,29,4,876
6,29,5,1128
6,30,1,1124
6,30,2,892
6,30,3,800
6,30,4,880
6,30,5,1132
6,31,1,1120
6,31,2,892
6,31,3,800
6,31,4,880
6,31,5,1132
6,32,1,1124
6,32,2,896
6,32,3,804
6,32,4,900
6,32,5,1128
6,33,1,1120
6,33,2,892
6,33,3,808
6,33,4,880
6,33,5,1128
6,34,1,1124
6,34,2,892
6,34,3,804
6,34,4,880
6,34,5,1132
6,35,1,1124
6,35,2,892
6,35,3,804
6,35,4,876
6,35,5,1124
6,36,1,1124
6,36,2,896
6,36,3,804
6,36,4,876
6,36,5,1128
6,37,1,1124
6,37,2,892
6,37,3,808
6,37,4,880
6,37,5,1128
6,38,1,1124
6,38,2,892
6,38,3,804
6,38,4,880
6,38,5,1128
6,39,1,1124
6,39,2,892
6,39,3,804
6,39,4,880
6,39,5,1128
6,40,1,1128
6,40,2,896
6,40,3,804
6,40,4,876
6,40,5,1132
6,41,1,1124
6,41,2,896
6,41,3,804
6,41,4,880
6,41,5,1132
6,42,1,1124
6,42,2,896
6,42,3,804
6,42,4,880
6,42,5,1128
6,43,1,1124
6,43,2,896
6,43,3,804
6,43,4,880
6,43,5,1132
6,44,1,1124
6,44,2,896
6,44,3,804
6,44,4,880
6,44,5,1128
6,45,1,1128
6,45,2,892
6,45,3,804
6,45,4,880
6,45,5,1128
6,46,1,1124
6,46,2,892
6,46,3,812
6,46,4,876
6,46,5,1128
6,47,1,1132
6,47,2,892
6,47,3,804
6,47,4,880
6,47,5,1132
6,48,1,1148
6,48,2,892
6,48,3,804
6,48,4,880
6,48,5,1132
6,49,1,1128
6,49,2,892
6,49,3,804
6,49,4,880
6,49,5,1128
7,0,1,1200
7,0,2,976
7,0,3,876
7,0,4,956
7,0,5,1216
7,1,1,1200
7,1,2,976
7,1,3,876
7,1,4,956
7,1,5,1216
7,2,1,1204
7,2,2,972
7,2,3,876
7,2,4,956
7,2,5,1216
7,3,1,1204
7,3,2,976
7,3,3,880
7,3,4,976
7,3,5,1216
7,4,1,1200
7,4,2,976
7,4,3,876
7,4,4,956
7,4,5,1220
7,5,1,1208
7,5,2,976
7,5,3,880
7,5,4,960
7,5,5,1216
7,6,1,1208
7,6,2,976
7,6,3,880
7,6,4,956
7,6,5,1216
7,7,1,1204
7,7,2,976
7,7,3,880
7,7,4,956
7,7,5,1212
7,8,1,1200
7,8,2,976
7,8,3,880
7,8,4,960
7,8,5,1220
7,9,1,1204
7,9,2,980
7,9,3,880
7,9,4,956
7,9,5,1216
7,10,1,1204
7,10,2,976
7,10,3,880
7,10,4,964
7,10,5,1248
7,11,1,1208
7,11,2,976
7,11,3,880
7,11,4,956
7,11,5,1212
7,12,1,1200
7,12,2,972
7,12,3,880
7,12,4,960
7,12,5,1220
7,13,1,1204
7,13,2,976
7,13,3,880
7,13,4,956
7,13,5,1216
7,14,1,1208
7,14,2,976
7,14,3,880
7,14,4,964
7,14,5,1216
7,15,1,1204
7,15,2,976
7,15,3,884
7,15,4,960
7,15,5,1216
7,16,1,1228
7,16,2,976
7,16,3,880
7,16,4,960
7,16,5,1220
7,17,1,1200
7,17,2,980
7,17,3,880
7,17,4,960
7,17,5,1216
7,18,1,1204
7,18,2,976
7,18,3,880
7,18,4,956
7,18,5,1216
7,19,1,1208
7,19,2,976
7,19,3,880
7,19,4,960
7,19,5,1220
7,20,1,1208
7,20,2,976
7,20,3,880
7,20,4,964
7,20,5,1220
7,21,1,1208
7,21,2,976
7,21,3,880
7,21,4,960
7,21,5,1220
7,22,1,1200
7,22,2,976
7,22,3,880
7,22,4,960
7,22,5,1216
7,23,1,1204
7,23,2,976
7,23,3,884
7,23,4,960
7,23,5,1216
7,24,1,1200
7,24,2,976
7,24,3,880
7,24,4,960
7,24,5,1220
7,25,1,1204
7,25,2,980
7,25,3,880
7,25,4,960
7,25,5,1220
7,26,1,1204
7,26,2,976
7,26,3,884
7,26,4,964
7,26,5,1220
7,27,1,1208
7,27,2,980
7,27,3,880
7,27,4,960
7,27,5,1220
7,28,1,1208
7,28,2,976
7,28,3,884
7,28,4,960
7,28,5,1216
7,29,1,1204
7,29,2,980
7,29,3,884
7,29,4,960
7,29,5,1220
7,30,1,1204
7,30,2,980
7,30,3,880
7,30,4,956
7,30,5,1216
7,31,1,1208
7,31,2,980
7,31,3,880
7,31,4,976
7,31,5,1216
7,32,1,1204
7,32,2,976
7,32,3,880
7,32,4,960
7,32,5,1220
7,33,1,1208
7,33,2,976
7,33,3,884
7,33,4,960
7,33,5,1220
7,34,1,1204
7,34,2,976
7,34,3,884
7,34,4,960
7,34,5,1220
7,35,1,1208
7,35,2,976
7,35,3,884
7,35,4,980
7,35,5,1220
7,36,1,1204
7,36,2,976
7,36,3,880
7,36,4,960
7,36,5,1220
7,37,1,1208
7,37,2,976
7,37,3,880
7,37,4,956
7,37,5,1216
7,38,1,1204
7,38,2,980
7,38,3,880
7,38,4,980
7,38,5,1220
7,39,1,1204
7,39,2,976
7,39,3,884
7,39,4,964
7,39,5,1220
7,40,1,1208
7,40,2,984
